ICAO,IATA,FAA,Name,Served City,Country,Latitude,Longitude,Category,Rescue and Fire Airport,Deice Info,Deice Not Available
KBKV,,BKV,Brooksville-Tampa Bay Regional,Brooksville,United States,28.473611,-82.455417,AirSprint Inc.: A,,No Deice Mentions Found,
KBLI,BLI,BLI,Bellingham International,Bellingham,United States,48.792694,-122.537528,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Types 1 and 4 Available - Call FBO for more information",No
KBLM,BLM,BLM,Monmouth Executive,Belmar/farmingdale,United States,40.186778,-74.124556,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KBMC,BMC,BMC,Brigham City Regional,Brigham City,United States,41.554306,-112.06225,AirSprint Inc.: A,,"CJ2/3 + Legacy Ops
• Limited night operations. Arrivals on RWY 17 prohibited at night
• Night departures must fly ODP
• Limited winter MX
• JetA available. Single point system
• No customs
• No De-Ice/Anti-Ice
• No hangar space",No
KBMG,BMG,BMG,Monroe County,Bloomington,United States,39.146021,-86.61668,AirSprint Inc.: A,,"DEICE/ANTI-ICE [17JUN24]:

•	Type I & IV available at FBO",No
KBML,BML,BML,Berlin Regional,Berlin,United States,44.575361,-71.175917,AirSprint Inc.: A,,No Deice Mentions Found,
KBNA,BNA,BNA,Nashville International,Nashville,United States,36.124475,-86.678181,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE [21MAY24]:

•	Types 1 & 4 available at FBO",No
KBOI,BOI,BOI,Boise Air Trml - Gowen Field,Boise,United States,43.564361,-116.222861,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Types 1 ($18.00/G) and 4 ($24.00/G) available
•	$75 application fee
•	Contact FBO for more.",No
KBOS,BOS,BOS,General Edward Lawrence Logan International,Boston,United States,42.362944,-71.006389,AirSprint Inc.: A,A_10,"DEICE/ANTI ICE:

•	Type 1 and 4 Available - Call FBO for more information",No
KBOW,BOW,BOW,Bartow Executive,Bartow,United States,27.943361,-81.783417,AirSprint Inc.: A,,No Deice Mentions Found,
KBPK,WMH,BPK,Baxter County,Mountain Home,United States,36.368942,-92.47052,AirSprint Inc.: A,,"DEICE/ANT-ICE:

•	Not available",Yes
KBPT,BPT,BPT,Jack Brooks Regional,Beaumont/port Arthur,United States,29.950831,-94.020699,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KBQK,BQK,BQK,Brunswick Golden Isles,Brunswick,United States,31.259035,-81.466316,AirSprint Inc.: A,A_5,No Deice Mentions Found,
KBRD,BRD,BRD,Brainerd Lakes Regional,Brainerd,United States,46.404222,-94.133806,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available
•	FBO will arrange.
•	Sprayed on ramp",No
KBRL,BRL,BRL,Southeast Iowa Regional,Burlington,United States,40.782972,-91.125583,AirSprint Inc.: A,,No Deice Mentions Found,
KBTL,BTL,BTL,Battle Creek Executive At Kellogg Field,Battle Creek,United States,42.306473,-85.250089,AirSprint Inc.: A,,No Deice Mentions Found,
KBTM,BTM,BTM,Bert Mooney,Butte,United States,45.954806,-112.497472,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

Butte Aviation
•	Type 1 Available
•	PH: 406.494.6694",No
KBTP,BTP,BTP,Pittsburgh - Butler Regional,Butler,United States,40.776583,-79.951083,AirSprint Inc.: A,,No Deice Mentions Found,
KBTR,BTR,BTR," Baton Rouge Metro, Ryan Field",Baton Rouge,United States,30.532917,-91.149889,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KBTV,BTV,BTV,Patrick Leahy Burlington International,Burlington,United States,44.471955,-73.153276,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KBUF,BUF,BUF,Buffalo Niagara International,Buffalo,United States,42.940427,-78.73057,AirSprint Inc.: A,A_8,"DEICE/ANTI-ICE: 

•	Type I/IV Available
•	Type I - UCAR PG ADF 50/50
•	Type IV - UCAR Flightguard AD 49
•	Deice/Anti-Ice provided by Signature Flight Support at Terminal Gate 1 Frequency - 131.750 (same as FBO frequency) Payment is made through Signature",No
KBUR,BUR,BUR,Bob Hope,Burbank,United States,34.200694,-118.358667,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Not available",Yes
KBUY,,BUY,Burlington - Alamance Regional,Burlington,United States,36.049728,-79.473008,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KBVU,BLD,BVU,Boulder City Municipal,Boulder City,United States,35.9473081,-114.8610842,AirSprint Inc.: A,,No Deice Mentions Found,
KBVY,BVY,BVY,Beverly Regional,Beverly,United States,42.584139,-70.916139,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Type 1 available through FBO",No
KBWG,BWG,BWG,Bowling Green-Warren County Regional,Bowling Green,United States,36.964528,-86.419667,AirSprint Inc.: A,,No Deice Mentions Found,
KBWI,BWI,BWI,Baltimore - Washington International Thurgood Marshall,Baltimore,United States,39.175728,-76.668991,AirSprint Inc.: A,A_8,"DEICE/ANTI ICE: 

•	Types 1 and 4 Available - Call FBO for more information",No
KBZN,BZN,BZN,Bozeman Yellowstone International,Bozeman,United States,45.777236,-111.15026,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	Can deice right at Signature FBO",No
KCAE,CAE,CAE,Columbia Metro,Columbia,United States,33.938838,-81.119536,AirSprint Inc.: A,A_6,No Deice Mentions Found,
KCAK,CAK,CAK,Akron-Canton Regional,Akron,United States,40.915056,-81.443639,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KCCR,CCR,CCR,Buchanan Field,Concord,United States,37.9896667,-122.0568889,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•",No
KCDC,CDC,CDC,Cedar City Regional,Cedar City,United States,37.70097,-113.098851,AirSprint Inc.: A,,No Deice Mentions Found,
KCDW,CDW,CDW,Essex County  ,Caldwell,United States,40.875225,-74.28135,AirSprint Inc.: B,,No Deice Mentions Found,
KCEF,CEF,CEF,Westover Arb - Metro,Springfield/chicopee,United States,42.194016,-72.534787,AirSprint Inc.: A,,"DEICE:

•	Available at FBO",No
KCEY,CEY,CEY, Kyle-Oakley Field,Murray,United States,36.664581,-88.372776,AirSprint Inc.: A,,"NOTES:

•	No deice or hangar",No
KCHA,CHA,CHA,Lovell Field,Chattanooga,United States,35.035194,-85.203556,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KCHD,,CHD,Chandler Municipal,Chandler,United States,33.269096,-111.811121,AirSprint Inc.: A,,No Deice Mentions Found,
KCHN,,CHN,Wauchula Municipal,Wauchula,United States,27.514917,-81.880472,AirSprint Inc.: B,,No Deice Mentions Found,
KCHO,CHO,CHO,Charlottesville–Albemarle ,Charlottesville,United States,38.139643,-78.452344,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available - Contact FBO for more",No
KCHS,CHS,CHS,Charleston AFB - International,Charleston,United States,32.898639,-80.040528,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	No service",No
KCID,CID,CID,The Eastern Iowa  ,Cedar Rapids,United States,41.884694,-91.710806,AirSprint Inc.: A,,"FBO/FUEL:

Signature Aviation
 
•	PH: 1-319-366-1925 
•	HRS: 0400L - 2200L, After hours call out available on request
•	Jet A available
•      Deicing/Anti-ice available as per website, call to verify",No
KCIN,CIN,CIN,Arthur N. Neu,Carroll,United States,42.046667,-94.788694,AirSprint Inc.: A,,No Deice Mentions Found,
KCIU,CIU,CIU,Chippewa County International,Sault Ste Marie,United States,46.250752,-84.472384,AirSprint Inc.: A,,Error: 'NoneType' object has no attribute 'upper',
KCJR,,CJR,Culpeper Regional,Culpeper,United States,38.525472,-77.859639,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

- NOT AVAILABLE",Yes
KCKB,CKB,CKB,North Central West Virginia,Clarksburg,United States,39.297655,-80.227532,AirSprint Inc.: A,,No Deice Mentions Found,
KCKC,GRM,CKC,Grand Marais - Cook County,Grand Marais,United States,47.838432,-90.384578,AirSprint Inc.: A,,"Winter MX:
-Runway is well taken care of in wintertime
-No Deice fluid available",No
KCKV,CKV,CKV," 	Outlaw Field",Clarksville,United States,36.621861,-87.414944,AirSprint Inc.: A,,No Deice Mentions Found,
KCLE,CLE,CLE,Cleveland-Hopkins International,Cleveland,United States,41.409407,-81.854691,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KCLL,CLL,CLL,Easterwood Field,College Station,United States,30.588042,-96.362544,AirSprint Inc.: A,,"DEICE/ANTI-ICE [17JUN24]:

•	No service",No
KCLM,CLM,CLM,William R Fairchild International,Port Angeles,United States,48.120194,-123.499694,AirSprint Inc.: A,,No Deice Mentions Found,
KCLT,CLT,CLT,Charlotte - Douglas International,Charlotte,United States,35.21375,-80.949056,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KCMA,,CMA,Camarillo,Camarillo,United States,34.213758,-119.094354,AirSprint Inc.: A,,"DEICE/ANTI-ICE 

•	Not Available",Yes
KCMH,CMH,CMH,John Glenn Columbus International,Columbus,United States,39.996947,-82.892159,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Type I and Type IV deicing services available 
•	Lane Aviation will apply at Deice pad at the East end of the terminal
•	Contact Lane Aviation on 122.95 when enroute for deicing",No
KCMI,CMI,CMI,University Of Illinois - Willard,Champaign/urbana,United States,40.038561,-88.276539,AirSprint Inc.: A,,No Deice Mentions Found,
KCNY,CNY,CNY,Canyonlands Regional,Moab,United States,38.757631,-109.753463,AirSprint Inc.: A,,No Deice Mentions Found,
KCOE,COE,COE, Coeur d'Alene Pappy Boyington Field,Coeur D'alene,United States,47.774306,-116.819583,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 & 4
•	Available at FBO

---

24 HR LINE TO AP MANAGER FOR RUNWAY CONDITION, DEICE ETC. 208-916-8630",No
KCON,CON,CON,Concord Municipal,Concord,United States,43.202722,-71.502278,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KCOS,COS,COS,City Of Colorado Springs Municipal,Colorado Springs,United States,38.805817,-104.700776,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Type I and 4 available
They have recently acquired a truck and can now do type 4 at the FBO. Some notice may be required as they need two trained people on sight to do the spray.",No
KCOU,COU,COU,Columbia Regional,Columbia,United States,38.817735,-92.217792,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KCPR,CPR,CPR,Casper - Natrona County International,Casper,United States,42.905861,-106.463639,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Call FBO to arranged
•	UNICOM for deice truck: 122.95
•	Type 1: $24.00/gallon
•	Type 4: $26.00/gallon",No
KCPS,CPS,CPS,St. Louis Downtown,Cahokia/st Louis,United States,38.570361,-90.155083,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available at FBO",No
KCRE,CRE,CRE,Grand Strand ,North Myrtle Beach,United States,33.81175,-78.723944,AirSprint Inc.: A,,No Deice Mentions Found,
KCRG,CRG,CRG,Jacksonville Executive at Craig,Jacksonville,United States,30.336333,-81.514444,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•	Not available",Yes
KCRP,CRP,CRP,Corpus Christi International,Corpus Christi,United States,27.772194,-97.502417,AirSprint Inc.: A,,No Deice Mentions Found,
KCRQ,CLD,CRQ,McClellan–Palomar,Carlsbad,United States,33.12825,-117.2800833,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Not Available",Yes
KCRW,CRW,CRW,West Virginia International Yeager,Charleston,United States,38.376013,-81.592894,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available - Call FBO for more information",No
KCTB,CTB,CTB,Cut Bank International,Cut Bank,United States,48.608355,-112.376151,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KCVB,,CVB,Castroville Municipal,Castroville,United States,29.342389,-98.851222,AirSprint Inc.: A,,No Deice Mentions Found,
KCVG,CVG,CVG,Cincinnati - Northern Kentucky International,Covington,United States,39.048838,-84.667821,AirSprint Inc.: A,,No Deice Mentions Found,
KCVO,CVO,CVO,Corvallis Municipal  ,Corvallis,United States,44.4971111,-123.2895278,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KCVX,,CVX,Charlevoix Municipal,Charlevoix,United States,45.304861,-85.275306,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KCWA,CWA,CWA,Central Wisconsin,Mosinee,United States,44.777783,-89.665911,AirSprint Inc.: A,,"DEICE/ANTI-ICE [14MAY24]:

•	Types 1 & 4 available",No
KCXP,CSN,CXP,Carson,Carson City,United States,39.1923056,-119.7325833,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 available only",No
KCXU,,CXU,Camilla-Mitchell County,Camilla,United States,31.213167,-84.235222,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KCYS,CYS,CYS,Cheyenne Regional - Jerry Olson Field,Cheyenne,United States,41.155639,-104.810472,AirSprint Inc.: A,,"DEICE/ANTI-ICE [31MAY24]:

•	Type I & IV available at FBO",No
KDAB,DAB,DAB,Daytona Beach International,Daytona Beach,United States,29.179909,-81.058042,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service",No
KDAL,DAL,DAL,Dallas Love Field,Dallas,United States,32.845945,-96.850877,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KDAN,DAN,DAN,Danville Regional,Danville,United States,36.572472,-79.33625,AirSprint Inc.: A,,No Deice Mentions Found,
KDAY,DAY,DAY,James M Cox Dayton International,Dayton,United States,39.902252,-84.219412,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available",No
KDCU,DCU,DCU,Pryor Field Regional,Decatur,United States,34.654056,-86.945361,AirSprint Inc.: A,,No Deice Mentions Found,
KDEN,DEN,DEN,Denver International,Denver,United States,39.861667,-104.673167,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KDET,DET,DET,Coleman A Young Municipal,Detroit,United States,42.409327,-83.010174,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 only",No
KDFW,DFW,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,United States,32.897233,-97.037695,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KDHN,DHN,DHN,Dothan Regional,Dothan,United States,31.321028,-85.449472,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes
KDHT,DHT,DHT,Dalhart Municipal,Dalhart,United States,36.022472,-102.547389,AirSprint Inc.: A,,No Deice Mentions Found,
KDIJ,,DIJ,Driggs - Reed Memorial,Driggs,United States,43.742694,-111.096778,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available at FBO",No
KDIK,DIK,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,United States,46.800474,-102.804435,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1($20.50/gal) only
•	PH: 701 483 4221
•	Organized through FBO - 20 gallon minimum",No
KDKK,DKK,DKK,Chautauqua County - Dunkirk,Dunkirk,United States,42.493944,-79.271111,AirSprint Inc.: A,,"RESTRICTIONS:

•	During winter normal attendance hours snow removal operations are available; snow removal may be limited on holidays; airfield runway/taxiway conditions not monitored outside of normal attendance hours

•	PPR for services outside FBO hours, 0800-1700

•	Closest airport with no restrictions KBUF, 36 miles NE, 55 minute drive

•	No de-ice/Anti-ice service",No
KDLH,DLH,DLH,Duluth International,Duluth,United States,46.84207,-92.193237,AirSprint Inc.: A,,"DEICE/ANTI-ICE [29MAY24]:

•	Type 1 & 4 available at FBO",No
KDLN,DLN,DLN,Dillon  ,Dillon,United States,45.255361,-112.5525,AirSprint Inc.: A,,No Deice Mentions Found,
KDLS,DLS,DLS,Columbia Gorge Regional - The Dalles Municipal,The Dalles,United States,45.619355,-121.168276,AirSprint Inc.: A,,No Deice Mentions Found,
KDLZ,,DLZ,Delaware Municipal - Jim Moore Field,Delaware,United States,40.279542,-83.113384,AirSprint Inc.: A,,No Deice Mentions Found,
KDNN,DNN,DNN,Dalton Municipal,Dalton,United States,34.722939,-84.870241,AirSprint Inc.: A,,No Deice Mentions Found,
KDPA,DPA,DPA,DuPage,Chicago/west Chicago,United States,41.907053,-88.247995,AirSprint Inc.: A,,No Deice Mentions Found,
KDRO,DRO,DRO,Durango–La Plata County,Durango,United States,37.151528,-107.753778,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KDSM,DSM,DSM,Des Moines International,Des Moines,United States,41.533043,-93.665575,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KDTS,DSI,DTS,Destin Executive  ,Destin,United States,30.400055,-86.471472,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Not Available",Yes
KDTW,DTW,DTW,Detroit Metro Wayne County,Detroit,United States,42.212431,-83.353393,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KDVT,DVT,DVT,Phoenix Deer Valley,Phoenix,United States,33.688306,-112.082556,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KDXR,DXR,DXR,Danbury Municipal,Danbury,United States,41.371534,-73.482189,AirSprint Inc.: B,,No Deice Mentions Found,
KEAT,EAT,EAT,Pangborn Memorial,Wenatchee,United States,47.398806,-120.206833,AirSprint Inc.: A,,"DEICE/ANTI-ICE AS OF 11JUN24:

•	Type 1 - 3 gal sprayer available with emersion heater. 
•	$25.00 set up fee, and $17.00/gal
•	Type 4 - Not available
•	Serviced by cart, height range is limited, call ahead to ensure serviceable",Yes
KECP,ECP,ECP,Northwest Florida Beaches International,Panama City,United States,30.358241,-85.795602,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not Available",Yes
KEDC,,EDC,Austin Executive,Austin,United States,30.397493,-97.566393,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KEEN,EEN,EEN,Dillant - Hopkins,Keene,United States,42.898389,-72.270778,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 available at FBO",No
KEFD,EFD,EFD,Ellington ,Houston,United States,29.607333,-95.15875,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KEFK,EFK,EFK,Northeast Kingdom International,Newport,United States,44.888176,-72.228635,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 only
•	Please call FBO to arrange",No
KEGE,EGE,EGE,Eagle County Regional,Eagle,United States,39.64275,-106.915944,AirSprint Inc.: C,A_7,"DEICE/ANTI-ICE:

•	Types 1 ($22.00/gal) and 4 ($28/gal) available
•	Done on Vail Valley Jet Center Ramp",No
KEKO,EKO,EKO,Elko Regional,Elko,United States,40.824999,-115.791338,AirSprint Inc.: A,,"DE-ICE / ANTI-ICE:

- Available - TYPE 1 ONLY
- Deicing can may completed anywhere on the field",No
KEKX,EKX,EKX,Addington Field,Elizabethtown,United States,37.686,-85.925028,AirSprint Inc.: A,,No Deice Mentions Found,
KELM,ELM,ELM,Elmira - Corning Regional,Elmira/corning,United States,42.159856,-76.891746,AirSprint Inc.: A,,No Deice Mentions Found,
KELP,ELP,ELP,El Paso International,El Paso,United States,31.807333,-106.376361,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	Not Available",Yes
KEPH,EPH,EPH,Ephrata Municipal,Ephrata,United States,47.308072,-119.516914,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes
KERI,ERI,ERI,Erie International - Tom Ridge Field,Erie,United States,42.083083,-80.173944,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available
•	Type 1 = $20.17/L with $30.00 equipment fee & $30.00 environment fee
•	Type 4 = $25.05/L",No
KERV,ERV,ERV,Kerrville Municipal - Louis Schreiner Field,Kerrville,United States,29.976667,-99.085472,AirSprint Inc.: A,,"DEICE/ANTI-ICE:
NOT AVAILABLE:",Yes
KEUG,EUG,EUG,Mahlon Sweet Field ,Eugene,United States,44.1245833,-123.2119722,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE [11JUN24]:

•	Type I & IV available at FBO",No
KEVB,,EVB,New Smyrna Beach Municipal,New Smyrna Beach,United States,29.055694,-80.948917,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No service available",No
KEVV,EVV,EVV,Evansville Regional,Evansville,United States,38.040806,-87.5285,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KEWB,EWB,EWB,New Bedford Regional,New Bedford,United States,41.676566,-70.957836,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 only 
•	75$ flat fee, 12.75/G",No
KEWR,EWR,EWR,Newark Liberty International,Newark,United States,40.6924778,-74.1686861,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE: 

•	Types 1 and 4 Available - Proceed to Signature Ramp
•	Call FBO in advance to arrange",No
KEYW,EYW,EYW,Key West International,Key West,United States,24.55612,-81.759956,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	No services",No
KFAR,FAR,FAR,Hector International,Fargo,United States,46.920639,-96.81575,AirSprint Inc.: A,,"DEICE/ANTI-ICE [28MAY24]:

•	Types 1 & 4 available at FBO",No
KFAT,FAT,FAT,Fresno Yosemite International,Fresno,United States,36.7765556,-119.7188333,AirSprint Inc.: A,,"DEICE/ANTI ICE: 

•	No service",No
KFAY,FAY,FAY,Fayetteville Regional - Grannis Field,Fayetteville,United States,34.991211,-78.880274,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KFCI,,FCI,Richmond Executive - Chesterfield County,Richmond,United States,37.406444,-77.524833,,,"DEICE/ANTI-ICE:

•	Not available",Yes
KFCM,FCM,FCM,Flying Cloud  ,Minneapolis,United States,44.827507,-93.458572,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KFET,FET,FET,Fremont Municipal,Fremont,United States,41.449944,-96.521194,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

NOT AVAILABLE",Yes
KFFC,,FFC,Atlanta Regional Falcon Field,Atlanta,United States,33.357722,-84.572528,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KFFZ,MSC,FFZ,Falcon Field,Mesa,United States,33.460841,-111.728325,AirSprint Inc.: A,,"DEICE/ANTI-ICE: 

•	No service",No
KFHB,,FHB,Fernandina Beach Municipal,Fernandina Beach,United States,30.611833,-81.461194,AirSprint Inc.: A,,No Deice Mentions Found,
KFKS,,FKS,Frankfort Dow Memorial Field,Frankfort,United States,44.625202,-86.200855,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•	Not available",Yes
KFLD,FLD,FLD,Fond du Lac County,Fond Du Lac,United States,43.771167,-88.488417,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

Fond Du Lac Skyport
•	Type 1 available 
•	PH: 920-922-6000",No
KFLG,FLG,FLG,Flagstaff Pulliam,Flagstaff,United States,35.140316,-111.669241,AirSprint Inc.: A,A_5,No Deice Mentions Found,
KFLL,FLL,FLL,Fort Lauderdale - Hollywood International,Fort Lauderdale,United States,26.071667,-80.149694,AirSprint Inc.: A,A_10,No Deice Mentions Found,
KFLO,FLO,FLO,Florence Regional,Florence,United States,34.185363,-79.723883,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KFMY,FMY,FMY,Page Field,Fort Myers,United States,26.586615,-81.863247,AirSprint Inc.: A,,No Deice Mentions Found,
KFNL,FNL,FNL,Northern Colorado Regional,Fort Collins/loveland,United States,40.451816,-105.011326,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Arrange with FBO
•	Type I & IV available",No
KFNT,FNT,FNT,Bishop International,Flint,United States,42.965464,-83.744738,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Available at FBO",No
KFOK,FOK,FOK,Francis S. Gabreski,Westhampton Beach,United States,40.843619,-72.631812,AirSprint Inc.: A,,No Deice Mentions Found,
KFPR,FPR,FPR,Treasure Coast International,Fort Pierce,United States,27.497472,-80.372639,AirSprint Inc.: A,,No Deice Mentions Found,
KFRG,FRG,FRG,Republic,Farmingdale,United States,40.729274,-73.413421,AirSprint Inc.: A,,No Deice Mentions Found,
KFRH,FRH,FRH,French Lick Municipal,French Lick,United States,38.506222,-86.636944,AirSprint Inc.: A,,"DEICE/ANTI-ICE [27MAR24]:

•	Verify with FBO if they have any",No
KFSD,FSD,FSD,Joe Foss Field ,Sioux Falls,United States,43.582018,-96.741925,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available",No
KFSM,FSM,FSM,Fort Smith Regional,Fort Smith,United States,35.336646,-94.366109,AirSprint Inc.: A,,Error: Expecting value: line 1 column 1 (char 0),
KFTW,FTW,FTW,Fort Worth Meacham International,Fort Worth,United States,32.81977,-97.36245,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE:

•	De-ice is done with Jet Tech
•	PH: 817.228.4940",No
KFTY,FTY,FTY,Fulton County Executive - Charlie Brown Field,Atlanta,United States,33.779126,-84.521366,AirSprint Inc.: A,,No Deice Mentions Found,
KFWA,FWA,FWA,Fort Wayne International,Fort Wayne,United States,40.978472,-85.195167,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Types I & IV available at FBO",No
KFXE,FXE,FXE,Fort Lauderdale Executive,Fort Lauderdale,United States,26.197279,-80.170706,AirSprint Inc.: A,,"DEICE/ANTI ICE: 

•	Not available",Yes
KFYG,,FYG,Washington Regional,Washington,United States,38.587583,-90.993806,AirSprint Inc.: A,,No Deice Mentions Found,
KGAD,GAD,GAD,Northeast Alabama Regional,Gadsden,United States,33.972649,-86.089083,AirSprint Inc.: A,,"DEICE/ANTI-ICE [28MAY24]:

•	Not available",Yes
KGCC,GCC,GCC,Northeast Wyoming Regional,Gillette,United States,44.348908,-105.539368,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Call FBO to check if available",No
KGCM,,GCM,Claremore Regional,Claremore,United States,36.292722,-95.479611,AirSprint Inc.: A,,No Deice Mentions Found,
KGED,GED,GED,Delaware Coastal,Georgetown,United States,38.687633,-75.359304,AirSprint Inc.: A,,No Deice Mentions Found,
KGEG,GEG,GEG,Spokane International,Spokane,United States,47.619028,-117.535222,AirSprint Inc.: A,,No Deice Mentions Found,
KGEU,,GEU,Glendale Municipal,Glendale,United States,33.526917,-112.295139,AirSprint Inc.: A,,No Deice Mentions Found,
KGFK,GFK,GFK,Grand Forks International,Grand Forks,United States,47.947278,-97.173778,AirSprint Inc.: A,A_6,"DEICE/ANTI-ICE (prices in USD):

•	Contact FBO to prearrange. Crew can also request on departure, no prior arrangements required.
•	TYPE 1 - $30.00/G
•	TYPE 4 - $34.90/G",No
KGFL,GFL,GFL,Floyd Bennett Memorial,Glens Falls,United States,43.341222,-73.610306,AirSprint Inc.: A,,No Deice Mentions Found,
KGGE,GGE,GGE,Georgetown County  ,Georgetown,United States,33.311417,-79.320306,AirSprint Inc.: A,,No Deice Mentions Found,
KGGG,GGG,GGG,East Texas Regional,Longview,United States,32.384,-94.7115,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KGJT,GJT,GJT,Grand Junction Regional,Grand Junction,United States,39.122417,-108.52675,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type I and Type IV deicing services available
•	West Star Aviation will apply on the de-ice pad, tower will direct 
•	Type I: $23/gal
•	Type IV: $33/gal",No
KGKT,GKT,GKT,Gatlinburg–Pigeon Forge ,Sevierville,United States,35.857759,-83.528703,AirSprint Inc.: A,,Error: 'NoneType' object has no attribute 'upper',
